vehicle_age,odometer_km,engine_hours,load_factor,avg_speed_kmh,idle_time_pct,tire_pressure_ok,ac_usage,maintenance_score,fuel_efficiency_kml
3.6,107172,1977,0.27,39.9,27.5,1,1,82.4,5.96
10.2,237999,7059,0.29,33.4,28.2,1,1,97.5,5.75
8.5,251522,3307,0.29,36.6,10.4,1,0,89.2,6.78
13.9,319041,8176,0.78,23.0,22.5,0,0,75.9,2.56
5.8,99775,4601,0.31,48.5,32.7,0,1,50.1,6.18
1.0,20419,442,0.57,23.4,20.5,1,1,50.5,5.58
0.3,5661,200,0.49,63.1,10.8,1,0,69.5,6.68
12.4,318760,6763,0.64,42.3,16.0,1,1,97.1,5.92
7.9,247600,2518,0.77,32.0,12.4,1,1,94.3,4.85
11.6,251123,7925,0.75,52.7,9.4,1,1,50.0,4.79
3.5,53807,1351,0.61,78.4,18.2,1,0,57.3,6.57
5.2,144798,3187,0.57,61.7,23.9,1,0,75.3,5.11
0.5,13612,155,0.52,49.5,7.5,1,1,68.6,8.76
14.4,563508,11155,0.89,66.6,26.1,1,0,47.2,2.0
10.0,297904,4467,0.46,64.2,39.8,1,1,62.2,3.17
14.0,374859,5784,0.41,73.5,38.7,1,1,97.3,3.0
4.0,116825,1452,0.79,32.3,34.0,0,0,97.1,4.96
9.2,350346,7090,0.49,71.5,14.3,1,1,73.6,4.94
10.2,363433,6676,0.88,38.1,5.8,0,1,78.1,4.1
4.8,109909,3195,0.46,76.5,34.2,1,0,53.3,5.99
12.7,266281,6993,0.76,36.9,7.0,1,0,84.5,4.4
14.2,306395,7635,0.24,75.6,12.2,0,1,43.1,3.91
13.3,366470,4712,0.51,77.8,24.1,1,1,53.2,2.47
11.1,372503,6429,0.47,28.7,11.2,0,1,40.4,3.81
4.2,114789,1762,0.85,78.5,34.2,1,1,63.1,4.14
4.2,70523,3331,0.97,25.1,32.2,1,1,91.0,4.44
14.5,478157,10091,0.57,33.1,31.5,1,0,99.0,2.97
0.2,5422,78,0.86,46.7,33.6,1,0,80.1,6.96
10.7,238847,4035,0.76,79.6,12.7,1,0,84.7,4.85
10.6,334794,7338,0.97,49.3,30.5,0,1,55.8,2.78
9.3,239718,3372,0.85,53.0,17.4,1,0,71.2,5.56
14.9,552896,5861,0.26,61.7,28.3,1,1,84.2,3.33
4.7,169026,1898,0.77,78.1,9.3,1,1,69.8,4.63
5.1,143481,2950,0.63,67.0,29.7,1,1,45.3,3.73
1.2,38232,821,0.21,33.4,39.0,1,0,84.5,6.48
6.6,246309,3036,0.4,38.2,6.5,0,1,53.2,5.98
3.9,107263,1340,0.94,25.9,8.3,1,1,45.9,4.44
5.2,117599,2742,0.94,58.7,9.3,0,1,68.7,6.1
12.5,423649,8438,0.84,30.8,20.1,1,1,44.5,2.0
14.0,287685,5765,0.99,35.4,15.2,1,0,77.8,2.88
2.8,68851,1142,0.85,73.3,33.2,1,0,78.4,4.35
5.6,204749,4323,0.21,39.6,21.6,0,1,55.4,5.59
13.9,461212,10824,0.43,54.0,22.0,1,1,97.9,4.75
0.9,23267,737,0.22,43.9,30.1,0,0,89.5,8.97
1.4,28219,975,0.28,24.4,17.7,1,0,46.6,7.2
2.4,58359,962,0.38,41.8,17.4,1,1,84.9,8.41
8.9,197336,3625,0.6,44.5,31.5,0,1,61.2,5.38
2.3,43792,1061,0.88,73.7,32.3,0,0,85.0,6.47
14.5,487668,6666,0.89,39.5,5.5,0,1,88.0,3.06
6.7,142737,5215,0.69,42.8,10.0,1,1,49.1,5.85
7.5,198256,5225,0.94,67.0,12.5,1,1,79.7,5.24
3.7,91189,2449,0.6,65.5,17.3,1,1,91.8,6.33
7.1,279411,2776,0.91,67.9,15.2,1,1,59.4,4.91
9.9,246007,7494,0.56,77.2,28.4,1,0,44.8,3.49
11.3,191545,8044,0.42,67.7,34.0,0,1,41.6,3.66
11.3,195014,4318,0.93,44.5,11.7,0,1,46.6,4.43
8.7,258047,6376,0.51,69.3,24.7,1,1,40.3,5.15
13.6,406746,5916,0.6,50.5,17.9,0,1,59.6,4.1
12.3,312278,4174,0.46,36.7,22.7,1,0,58.0,5.49
11.4,292933,7136,0.73,38.2,26.7,0,0,46.6,2.91
0.8,13636,523,1.0,33.4,36.3,1,1,79.1,5.13
0.1,2880,36,0.22,28.7,11.7,1,0,99.5,9.58
3.2,88012,1464,0.92,31.1,8.0,1,0,94.1,5.94
10.0,186504,7927,0.2,23.8,27.0,1,1,55.2,5.28
6.2,108531,3943,0.49,73.3,18.8,1,1,86.2,5.76
6.0,109189,4014,0.33,75.9,10.7,1,1,96.2,6.99
13.3,232545,5393,0.81,55.2,9.1,1,1,94.4,5.87
13.4,406264,4559,0.24,70.4,24.6,1,1,93.1,4.68
13.6,271553,5979,0.64,31.0,15.5,1,1,87.2,4.37
4.7,100217,1998,0.44,74.1,39.9,1,1,57.6,4.37
10.4,200468,4325,0.31,50.4,19.2,1,0,45.0,6.48
4.1,158685,1615,0.82,24.0,12.4,1,1,69.3,4.07
2.9,103974,1679,0.37,28.5,27.0,1,1,43.3,5.93
2.8,57501,1285,0.38,38.5,13.5,1,1,99.9,8.23
5.1,118998,3644,0.42,22.6,22.3,1,1,61.5,5.63
6.4,130582,2528,0.67,38.6,21.9,1,1,97.5,4.62
12.5,340235,6635,0.73,23.6,20.9,1,1,86.4,3.95
1.8,27857,552,0.21,34.2,32.9,1,1,64.7,5.98
11.0,350385,5962,0.39,35.9,12.6,1,0,47.1,4.62
8.0,223840,2614,0.54,79.7,36.7,1,0,54.2,4.27
4.3,161822,3407,0.47,34.1,32.7,1,0,80.4,5.85
7.4,141265,5140,0.91,34.4,16.7,0,1,89.8,4.9
4.5,157932,2452,0.83,61.2,11.3,1,1,98.8,5.86
8.9,311146,3069,0.7,71.6,14.8,1,1,47.9,3.88
6.5,118306,3880,0.47,43.2,16.6,1,1,49.4,7.12
2.5,61563,1675,0.76,72.5,24.5,1,1,42.5,4.73
1.7,33670,691,0.87,40.4,6.6,1,1,55.6,6.99
8.2,175227,4790,0.68,31.8,37.0,1,0,89.3,4.62
13.5,292127,9572,0.83,39.8,8.5,1,1,51.9,2.68
5.2,149136,3530,0.8,56.6,14.8,1,1,72.9,6.56
11.0,278012,7713,0.66,42.0,8.8,1,0,66.8,5.48
9.9,382287,7308,0.45,60.4,14.0,0,0,59.5,3.96
14.0,253745,10743,0.8,34.2,34.3,0,1,77.1,2.0
12.3,484489,6191,0.37,62.1,26.5,1,1,70.1,2.97
8.5,176492,4967,0.82,40.8,13.0,1,1,60.1,6.34
9.9,338258,6853,0.84,47.4,35.5,0,1,81.3,4.46
13.5,316334,8740,0.86,53.5,33.0,1,1,56.8,4.13
6.0,111328,4781,0.58,61.2,31.4,1,0,78.6,5.13
4.9,178661,1504,0.35,34.3,34.7,0,1,97.4,5.04
0.2,3685,77,0.28,70.2,26.7,1,0,83.7,7.91
12.4,390191,5462,0.79,63.3,22.6,1,1,65.1,2.82
12.0,350362,5180,0.91,34.0,18.1,0,0,84.9,3.23
1.6,41981,644,0.72,78.5,12.8,1,1,88.6,5.29
8.7,237049,5664,0.32,59.9,24.5,1,1,59.6,6.65
7.0,231800,2383,0.95,47.1,36.1,0,1,82.3,4.74
1.8,30617,1194,0.99,29.5,25.8,1,0,66.1,5.09
14.7,466327,9512,0.55,52.0,37.2,1,0,89.1,4.76
3.2,120429,1370,0.68,29.9,17.5,0,0,57.7,5.55
1.0,16585,430,0.82,45.8,29.3,1,0,96.3,7.25
8.9,165216,5482,0.79,44.5,27.7,0,1,74.5,4.89
11.1,364806,7548,0.97,63.2,28.5,1,1,61.2,2.0
0.5,12620,359,0.29,31.5,27.6,0,1,65.2,7.01
9.9,247896,7174,0.66,69.3,12.8,1,1,60.9,4.78
8.0,147106,6247,0.75,39.6,10.0,1,0,48.8,4.44
1.5,42859,915,0.91,46.6,39.3,1,1,44.1,5.69
2.6,47005,1952,0.9,66.3,6.6,0,1,59.3,5.42
8.5,229310,6000,0.98,57.5,21.4,1,1,67.5,4.62
4.4,151544,3322,0.61,38.5,19.9,0,1,61.7,4.86
14.1,301996,4304,0.86,43.2,17.6,1,1,40.8,4.29
12.3,331831,9616,0.54,38.3,32.4,0,1,74.7,3.35
14.8,587196,7919,0.54,55.7,31.1,1,1,48.7,4.37
3.9,125290,2723,0.4,40.0,36.7,1,1,52.7,4.9
14.5,524144,5289,0.85,63.5,18.8,1,1,47.2,2.0
6.5,164114,3221,0.99,54.8,24.7,1,0,71.2,5.93
5.2,178259,2271,0.41,28.7,36.2,1,1,45.7,4.28
0.8,12094,337,0.24,38.6,39.8,1,0,55.4,5.96
0.8,14304,286,0.85,33.3,38.9,1,1,67.1,4.24
10.4,208400,7296,0.7,43.4,30.1,1,1,50.1,2.96
6.9,172059,2092,0.97,51.0,10.0,1,1,66.8,6.34
3.4,122810,1550,0.4,50.4,5.8,1,1,60.6,7.32
9.2,217867,3566,0.26,65.3,33.9,1,1,91.6,4.62
3.8,118965,2255,0.59,31.4,34.4,1,0,87.7,5.67
8.7,283613,3701,0.27,76.8,31.1,1,1,99.6,5.05
5.4,159783,2314,0.41,40.6,14.8,0,1,71.7,8.16
12.4,295627,6722,0.3,38.0,27.4,1,1,74.5,3.47
12.3,362251,7711,0.38,61.1,16.1,1,0,96.8,6.27
7.2,168672,2582,0.28,68.3,20.8,1,1,64.0,6.24
5.3,89968,2040,0.96,42.7,18.4,1,1,73.3,6.64
5.4,216558,2304,0.42,64.8,37.0,1,0,62.7,5.5
12.1,219713,9510,0.56,73.0,13.2,1,1,72.8,4.74
4.9,82744,2454,0.92,66.0,25.2,1,0,44.8,3.4
3.1,115913,1880,0.74,22.1,17.6,0,1,87.0,5.64
1.3,28641,535,0.69,69.6,28.2,0,1,99.1,5.02
7.0,218814,3817,0.76,66.5,24.8,1,1,43.9,3.36
7.2,167964,2438,0.86,60.2,37.3,1,1,88.1,3.71
12.6,312646,4003,0.9,65.6,8.6,1,0,54.5,3.02
3.3,71525,1773,0.71,78.8,12.7,0,1,51.9,5.58
5.7,134734,2854,0.91,45.9,31.8,0,0,81.6,5.39
12.1,306396,4468,0.63,24.0,17.9,1,1,42.6,3.45
12.4,407822,7954,0.42,47.7,10.8,1,0,67.8,6.08
5.8,160316,4595,0.9,22.8,22.6,1,1,40.1,3.73
6.9,265758,3428,0.63,37.7,27.8,1,1,73.3,3.82
4.5,73002,2785,0.92,55.2,6.6,0,1,67.7,5.93
14.0,385752,10932,0.23,38.6,15.2,0,1,94.9,4.43
1.8,52688,1274,0.52,61.1,33.3,0,0,83.2,5.29
14.0,532306,7448,0.96,69.3,23.2,1,1,47.6,2.0
10.3,166477,6860,0.4,45.2,6.2,1,1,61.3,6.29
8.0,233925,2903,0.95,74.0,14.9,1,0,95.9,5.96
0.5,17803,272,0.96,24.8,27.4,0,1,83.5,5.12
7.1,150157,3136,0.91,70.4,12.0,1,1,75.7,4.76
6.1,225733,2328,0.65,69.7,34.0,1,0,73.5,4.18
2.4,37426,1241,0.72,39.3,28.7,0,0,63.9,5.4
9.8,327989,3599,0.9,37.9,21.5,1,0,75.1,3.53
14.6,558332,9461,0.82,38.3,37.0,0,0,86.3,2.0
8.4,265043,4454,0.7,68.7,18.7,0,0,47.7,4.12
10.7,278494,6064,0.99,69.9,13.2,1,1,98.2,4.33
1.0,16553,383,0.75,39.8,28.1,1,0,54.4,6.12
6.3,238088,2317,0.98,55.6,25.1,1,0,66.9,5.65
1.7,46702,1033,0.25,28.3,16.7,1,0,41.4,6.4
9.2,144542,7285,0.31,48.1,17.0,1,1,73.0,6.08
14.1,453928,4901,0.56,79.9,18.9,1,1,62.9,3.14
9.9,268476,4396,0.51,29.5,15.2,1,1,55.0,4.49
1.2,20862,846,0.83,76.9,29.9,0,1,99.1,6.35
5.3,108298,1788,0.33,69.5,27.8,1,1,65.7,5.52
8.3,137217,6095,0.98,78.3,20.4,1,0,64.9,4.26
6.0,177557,3400,0.45,30.8,18.9,1,0,67.8,6.13
12.5,382027,6304,0.54,32.8,17.8,1,0,47.0,3.83
12.2,337806,5558,0.42,21.0,14.9,1,0,63.6,4.95
9.2,325135,4117,0.66,63.5,8.0,1,0,60.2,4.28
5.6,204610,2537,0.25,58.6,14.4,1,1,67.9,7.18
3.8,116397,2843,0.32,30.7,16.2,1,0,91.4,7.05
1.6,24328,1051,0.8,67.5,24.2,1,1,51.6,4.03
5.3,172378,3380,0.35,38.0,32.1,1,1,76.5,5.32
6.2,157728,4334,0.39,28.1,18.8,0,1,42.3,4.4
10.1,295391,4344,0.83,45.4,38.1,1,0,59.0,4.35
9.9,308286,6013,0.27,25.5,34.0,1,1,68.4,4.04
1.1,24982,557,0.55,35.8,39.5,0,1,44.5,4.0
5.9,224868,4098,0.22,42.3,35.7,1,1,72.6,7.31
2.7,50033,1240,0.48,71.1,26.6,1,1,58.6,5.73
2.4,74771,1462,0.76,67.6,25.9,1,1,99.6,6.25
12.4,187495,9197,0.27,46.6,9.5,1,0,77.9,7.47
0.6,23965,315,0.91,63.5,30.3,1,0,54.7,5.27
6.3,112001,2096,0.93,54.1,26.0,1,0,46.2,4.74
2.5,43831,1408,0.28,40.5,22.7,1,1,42.4,8.23
13.2,307658,6239,0.99,63.6,29.3,0,0,45.4,2.0
8.4,203368,5315,0.44,61.0,20.5,1,0,80.8,5.52
3.5,70655,2692,0.27,57.1,23.3,1,1,91.3,8.5
7.5,223289,4091,0.2,57.1,18.9,1,0,49.4,7.63
11.0,286079,5849,0.53,61.0,30.1,0,1,64.1,2.97
14.4,227856,9015,0.7,43.1,35.7,1,1,61.3,3.15
3.3,76025,1163,0.47,72.1,34.4,0,0,78.7,5.29
13.3,468712,5673,0.87,29.7,32.5,1,0,51.0,2.0
14.0,451865,10644,0.77,73.0,5.5,1,1,97.2,3.86
13.7,455302,8729,0.48,40.5,36.9,0,1,83.7,4.56
9.5,309316,2923,0.79,27.5,14.6,1,1,97.3,4.01
9.4,215156,3801,0.95,56.0,36.1,1,0,56.6,3.87
6.0,105792,3879,0.27,42.6,11.9,1,0,75.3,7.87
11.3,246166,7699,0.44,68.9,20.4,0,0,83.9,4.83
8.0,285262,5737,0.57,45.8,31.2,1,1,82.7,4.95
10.2,401502,4533,0.6,60.1,27.4,1,0,41.3,3.5
6.4,175750,4920,0.63,38.5,19.6,1,0,99.9,5.38
11.0,167248,6325,0.44,32.6,28.8,1,1,95.7,4.44
12.4,228805,8017,0.73,43.3,24.2,1,1,47.2,5.34
2.2,50635,1314,0.72,56.4,14.7,1,0,72.6,8.46
12.5,368130,4515,0.66,59.4,27.6,1,1,58.9,4.32
8.1,136782,6334,0.29,54.7,12.1,1,1,92.7,7.34
12.7,488858,4579,0.58,79.3,29.3,0,1,81.9,3.56
6.5,156091,2765,0.48,61.5,5.1,0,1,53.4,5.26
5.7,214999,4019,0.59,75.9,24.2,1,1,42.0,4.37
13.7,473723,8363,0.94,27.1,19.0,1,1,57.5,2.43
3.8,127667,2709,0.58,23.7,15.6,1,1,42.3,4.27
12.7,382023,7064,0.21,38.7,23.0,1,1,48.5,3.52
7.3,222671,3547,0.55,28.2,27.6,1,1,78.2,4.62
7.7,238669,5868,0.86,51.6,38.8,1,1,84.7,4.91
4.6,142133,1472,0.82,51.1,34.2,1,1,68.1,4.92
8.6,247926,6258,0.61,54.5,30.1,1,0,76.0,6.02
4.9,193470,2026,0.4,64.7,21.8,1,0,49.4,5.5
0.6,19619,427,0.57,78.3,18.7,1,1,59.0,7.1
4.1,140448,1508,0.65,72.7,6.1,1,1,82.8,6.79
0.1,3522,56,1.0,27.1,17.6,0,1,61.9,4.9
14.7,299244,10919,0.72,40.3,34.7,1,1,60.9,3.6
14.5,247643,7776,0.76,35.3,18.4,0,0,51.6,3.31
5.9,160467,3991,0.59,30.6,21.2,1,1,75.7,5.34
10.9,304299,7673,0.48,52.7,14.5,1,1,88.6,5.7
5.2,185332,3466,0.85,53.2,14.6,1,0,68.2,7.62
10.1,262679,7677,0.6,33.6,7.2,1,0,46.9,4.2
12.1,353640,6324,1.0,62.7,26.5,1,0,90.3,4.26
14.2,400148,5490,0.57,64.0,20.7,1,0,44.3,3.22
6.0,95781,1944,0.25,21.3,26.2,0,0,68.3,5.41
11.7,356953,4973,0.75,43.7,24.1,1,1,55.7,3.12
4.0,142409,1482,0.24,73.4,33.0,1,1,96.2,6.65
14.9,281316,8601,0.4,51.2,31.3,1,1,84.3,4.37
0.4,11542,152,0.48,40.9,32.0,1,1,74.0,7.86
9.1,270142,2892,0.79,35.2,22.5,1,1,80.1,4.9
9.9,188994,3146,0.6,34.6,17.4,1,0,72.0,4.36
10.3,186666,7387,0.22,26.0,37.7,1,0,48.9,4.7
1.8,71332,1076,0.69,69.0,6.9,1,0,82.5,6.58
14.1,349738,6744,0.53,25.2,10.3,1,1,69.6,4.56
2.7,56218,2030,0.94,37.5,19.7,1,1,78.1,5.29
9.3,180129,3130,0.6,22.7,26.5,1,0,42.7,3.98
3.3,105849,2639,0.77,66.9,5.3,0,1,48.5,5.77
4.6,139336,2802,0.38,22.4,30.2,1,1,75.4,5.86
8.2,254831,3211,0.81,38.5,24.6,1,1,67.6,3.31
6.3,107637,4002,0.78,54.4,22.0,1,1,53.6,6.76
2.4,89738,1638,0.92,44.6,19.8,1,0,54.4,5.79
2.6,63413,1320,0.23,36.9,23.2,1,0,77.9,7.29
6.3,143220,4584,0.56,36.5,10.7,1,1,43.5,4.76
11.4,301691,4264,0.74,67.9,8.8,1,1,66.1,3.27
13.5,333392,5919,0.28,78.4,15.1,1,1,71.4,3.99
1.3,46173,438,0.53,40.9,29.8,1,0,58.5,7.4
5.9,225434,2391,0.95,22.3,25.6,1,1,89.2,4.33
1.5,33963,631,0.55,22.2,21.8,1,1,43.4,6.21
0.2,9109,189,0.99,65.6,25.0,1,0,91.9,6.69
9.9,342817,3365,0.25,53.1,24.6,1,0,83.4,6.85
9.0,345838,4642,0.77,67.0,15.7,1,1,66.8,3.6
2.4,51703,1385,0.66,61.8,8.4,0,0,95.5,7.32
3.5,103196,2628,0.6,74.5,36.4,1,0,82.1,5.08
0.4,7775,284,0.98,73.1,26.0,1,0,95.9,5.2
12.5,445891,8475,0.3,67.3,29.4,1,1,68.4,3.99
14.6,221251,11483,0.92,48.5,21.2,1,1,67.2,4.89
2.0,59170,1409,0.75,38.5,31.5,1,0,71.8,4.99
3.5,81526,2714,0.41,50.4,25.5,1,1,43.9,7.9
13.0,300475,8514,0.92,50.1,6.9,1,1,94.5,5.78
13.9,432510,4723,0.54,56.6,36.2,0,0,80.1,4.27
6.3,228406,3153,0.85,31.2,15.7,1,1,77.1,4.34
0.8,22955,473,0.51,59.3,9.8,1,1,95.6,9.57
0.6,21466,281,0.88,47.4,8.1,1,1,99.6,7.57
8.6,186088,3760,0.71,57.2,30.2,0,1,49.8,4.39
5.9,164943,3469,0.31,34.4,29.6,1,1,84.9,5.29
0.4,11288,330,0.72,46.1,29.5,1,0,74.8,6.87
8.7,133779,2778,0.35,32.6,37.1,1,0,67.7,5.24
0.2,4903,116,0.53,72.5,17.2,1,1,98.7,7.52
11.8,372483,7811,0.34,49.3,24.6,1,1,91.0,6.36
4.6,136966,3594,0.22,33.5,26.7,0,1,81.8,5.72
0.6,20173,462,0.37,22.5,39.3,0,0,63.0,6.21
8.8,258435,6011,0.63,60.5,15.9,1,0,80.0,5.07
6.0,99434,3342,0.59,32.9,38.5,1,1,71.9,4.22
14.6,261628,5874,0.6,79.4,10.2,1,0,55.0,3.69
8.2,244170,4674,0.4,52.0,31.7,0,0,67.0,4.81
4.1,90311,2818,0.75,37.3,27.2,0,1,52.7,4.72
10.6,180813,7958,0.76,59.5,33.6,0,1,70.0,4.9
4.1,104823,2830,0.49,36.5,6.0,1,1,83.2,8.29
13.6,391421,5393,0.9,69.2,7.7,1,0,42.2,2.72
5.6,130508,3372,0.72,38.5,7.4,0,0,85.9,5.49
8.2,272274,3844,0.77,79.3,25.8,1,1,41.2,2.31
0.8,23588,231,0.42,56.3,26.1,0,1,71.0,8.06
6.4,149060,2557,0.2,70.7,36.7,1,1,74.4,5.71
12.5,422905,4452,0.89,24.4,21.4,1,1,85.7,3.65
12.1,377254,8717,0.86,40.9,7.4,1,1,85.7,4.9
3.4,104093,1444,0.3,64.2,12.3,1,0,65.0,7.38
3.4,97787,1500,0.5,59.3,5.3,1,0,44.0,7.7
12.3,187385,9562,0.73,31.7,32.2,1,0,81.6,4.37
14.0,452351,6832,0.72,41.4,33.5,1,1,70.7,3.85
1.4,34904,436,0.89,35.8,39.9,1,0,60.0,3.79
6.8,260349,2983,0.31,56.8,19.4,1,0,54.1,6.87
5.1,179439,1820,0.54,40.7,5.7,0,1,47.2,5.73
13.1,387792,4589,0.28,38.5,13.2,1,0,57.7,3.99
1.3,26692,424,0.51,32.4,25.6,1,0,67.5,5.87
3.2,63632,1889,0.21,44.5,38.7,1,1,68.7,7.02
11.3,265354,4455,0.92,31.7,8.6,1,1,75.0,3.75
0.8,20708,370,0.62,77.8,9.3,1,1,61.7,6.72
7.4,165504,5401,0.88,29.3,29.6,1,1,95.2,4.28
6.6,184844,3397,0.25,74.8,28.4,1,0,69.8,5.7
5.0,95978,3801,0.38,45.7,13.8,1,1,65.4,7.89
5.9,233446,3249,0.41,42.7,33.5,1,1,42.9,5.05
7.9,140684,3970,0.51,33.9,9.5,1,0,75.9,6.09
2.4,92702,1634,0.84,58.1,37.4,1,1,76.2,6.72
8.6,324660,2888,0.51,61.1,12.0,1,0,75.0,5.18
12.1,339901,4165,0.36,48.1,7.8,1,0,93.3,7.38
11.4,377679,7138,0.25,23.3,16.9,1,1,85.8,5.2
2.3,59793,1255,0.26,75.1,11.6,1,0,92.0,8.41
2.2,68843,1556,0.81,78.8,23.4,1,0,43.6,5.18
4.0,94589,3050,0.56,45.9,29.0,1,0,59.1,7.28
5.4,122020,2677,0.78,56.8,22.2,1,0,59.1,6.6
6.1,180470,3665,0.75,47.0,28.1,1,1,79.4,6.29
10.2,279898,5611,0.31,39.3,17.8,1,1,66.9,5.13
0.9,25071,672,0.31,24.6,6.0,0,1,86.6,7.14
0.5,11529,372,0.8,47.4,39.1,0,1,63.1,5.3
5.9,142110,4443,0.78,69.1,33.7,1,1,53.3,3.55
10.5,178796,4467,0.5,21.0,7.6,1,0,57.5,6.09
2.9,47315,1991,0.26,54.9,20.7,0,0,50.9,7.67
9.6,205311,4164,0.21,72.8,27.2,1,0,51.9,5.15
3.9,65696,1576,0.43,33.1,11.7,1,1,53.0,5.23
13.3,233852,10263,0.21,31.0,25.2,1,1,41.0,4.04
13.4,474580,4160,0.38,66.3,23.7,1,1,83.0,3.72
4.5,71223,3490,0.54,35.3,12.3,1,1,64.0,4.71
3.4,108581,1292,0.3,31.5,9.9,1,1,41.4,6.49
6.2,134582,4379,0.28,42.7,31.6,1,0,62.2,6.2
3.6,132732,1580,0.92,43.6,16.3,0,1,94.3,6.18
10.1,273574,4794,0.67,72.4,13.5,1,1,70.7,4.83
12.4,280524,5060,0.95,57.1,30.8,1,1,99.2,4.55
10.1,282103,5985,0.48,44.4,30.8,1,0,72.4,5.53
12.4,303554,5862,0.74,52.1,14.7,0,1,97.8,5.03
6.0,173332,3744,0.36,77.2,35.5,0,1,52.1,3.93
2.3,41885,722,0.69,26.8,29.1,1,0,57.4,5.46
11.1,441938,3677,0.3,32.5,17.1,1,1,82.0,4.04
5.4,138633,1892,0.2,77.8,20.0,1,0,99.2,7.72
10.1,238695,5130,0.95,77.4,30.4,0,0,89.5,2.61
4.1,132975,2872,0.64,30.6,12.4,1,1,73.2,4.96
1.2,29361,907,0.94,28.7,21.4,1,0,45.1,5.6
14.9,533491,6289,0.47,45.3,27.9,0,1,61.9,3.32
2.3,61755,1376,0.46,23.0,23.9,1,1,45.2,5.65
14.8,489105,10144,0.52,59.3,26.3,1,1,58.7,4.29
14.7,259267,6515,0.76,24.6,24.1,0,1,55.5,2.0
11.9,430483,6007,0.65,23.5,12.0,1,0,63.3,3.93
9.9,330301,5559,0.94,49.1,19.4,1,1,90.2,5.44
8.7,175881,3185,0.22,77.5,23.6,0,1,49.0,5.44
13.0,242060,4066,0.77,45.6,32.3,1,1,58.4,3.81
4.3,99454,1634,0.46,41.4,27.9,1,1,55.7,6.48
7.0,276412,4303,0.34,79.9,19.9,1,1,57.8,5.3
9.3,199017,3129,0.61,51.9,39.1,1,1,61.6,4.97
6.2,162851,2435,0.6,42.5,8.8,1,1,54.7,6.76
6.4,100997,3007,0.31,43.2,12.2,1,1,96.6,9.18
5.0,123513,1679,0.36,31.7,16.9,1,1,65.2,5.2
8.5,247836,3350,0.53,50.7,13.0,1,0,46.8,5.65
12.8,495393,9641,0.53,46.3,26.9,0,1,68.1,3.16
3.0,84395,936,0.45,36.2,6.4,1,1,51.1,7.06
14.0,497273,8784,0.32,29.6,11.2,1,1,53.0,3.96
10.3,296427,5088,0.2,38.7,15.3,1,0,57.1,4.64
12.3,197828,7858,0.98,50.5,28.9,1,1,47.5,3.66
8.3,190845,4959,0.95,23.5,35.7,1,1,83.3,3.26
11.7,343635,4814,0.59,29.2,32.9,1,0,87.5,2.65
0.2,9420,176,1.0,76.9,11.4,1,1,63.7,5.84
12.3,447796,6702,0.74,52.6,24.8,1,1,81.3,3.87
0.6,12468,428,0.26,23.8,6.1,0,1,63.3,7.75
13.3,273685,6714,0.29,61.6,15.9,1,0,49.8,3.97
14.9,298025,11790,0.93,23.7,33.2,1,1,63.8,2.0
4.4,167894,3023,0.7,64.3,21.0,1,0,73.4,6.04
3.2,114571,2470,0.87,65.0,10.2,1,1,42.5,5.42
11.5,394607,6396,0.92,59.1,20.3,1,0,79.3,5.02
3.8,94196,2038,0.56,63.9,11.9,0,1,84.6,6.01
13.0,358466,8799,0.24,25.3,18.8,1,0,91.6,4.42
1.5,41047,1142,0.35,63.6,22.1,1,1,46.2,5.97
1.9,40309,1478,0.25,28.2,17.2,1,1,40.0,6.39
14.7,405746,6790,0.35,40.4,37.8,1,1,44.4,3.65
10.1,159320,7069,0.53,76.6,24.7,0,0,95.4,4.09
12.7,232410,5149,0.29,50.2,34.5,1,0,85.9,6.27
4.9,180804,2787,0.33,78.0,31.6,1,1,90.1,5.13
10.1,342896,3957,0.56,25.3,28.1,1,0,71.0,4.74
8.9,227937,4222,0.47,48.7,22.4,1,0,71.6,6.59
9.0,252679,6927,0.57,23.7,5.1,1,1,57.9,5.44
10.2,248271,3819,0.54,57.8,26.5,1,1,90.6,6.43
8.6,289286,5318,0.72,24.7,17.5,0,0,89.8,5.51
6.4,222713,3839,0.95,30.5,9.1,1,1,63.5,4.5
4.1,141060,1492,0.29,35.5,20.6,0,1,59.8,5.41
11.5,381201,5338,0.28,64.9,30.7,1,0,84.3,4.29
3.4,68264,1974,0.88,29.8,38.7,1,1,41.6,4.33
10.4,243528,4088,0.61,70.8,18.1,1,0,91.6,4.37
3.5,93611,2451,0.81,27.9,24.0,1,0,66.8,4.76
9.4,218270,7373,0.37,22.1,34.8,1,0,66.5,4.62
11.2,379592,4565,0.86,43.7,16.7,1,0,80.1,5.11
3.3,76223,1291,0.94,78.8,10.0,1,1,78.7,6.09
0.9,16595,474,0.71,26.6,14.9,1,0,56.0,5.65
2.0,49068,1324,0.28,26.1,36.5,1,1,96.6,6.52
9.1,359034,4007,0.92,65.1,10.6,1,1,99.2,4.23
12.7,263078,3949,0.83,38.7,16.5,0,1,71.6,2.48
0.7,20454,385,0.8,63.0,21.3,1,1,73.7,6.29
11.0,284384,8571,0.23,32.0,34.6,1,1,73.3,4.21
5.1,85887,2538,0.84,47.6,37.8,1,0,69.1,5.7
7.2,195217,3661,0.31,35.9,19.9,1,1,96.7,5.69
